代號,名稱,目前狀態,上市別,最近上市日,證期會代碼,TSE 產業別,會計月份,統一編號,國際證券編號,電話,傳真,網址,電子信箱,董事長,總經理,發言人,財務主管,員工人數-母公司,實收資本額(元),面額,幣別(IPO&面額),設立日期,最近一次公開發行日,TSE上市日,OTC上市日,REG上市日,創新版上市日,首次承銷價格,下市日期,最近一次撤銷公開發行日,全額交割起日(一),全額交割迄日(一),全額交割起日(二),全額交割迄日(二),全額交割起日(三),全額交割迄日(三),TSE產業名,TEJ產業名,TEJ子產業名,TSE舊產業名,主計處產業名,主要經營業務1,主要經營業務2,主要經營業務3,主要產品比重,公司中文全稱,公司英文全稱,公司中文簡稱,公司英文簡稱,公司中文地址,公司英文地址,股務單位,股務單位電話,股務單位地址,首次掛牌代碼,首次掛牌日期,首次掛牌市場,首次掛牌TSE產業,前一次TSE產業變更,前一次TSE產業變更日,前二次TSE產業變更,前二次TSE產業變更日,前三次TSE產業變更,前三次TSE產業變更日,首次掛牌名稱,前一次改名,前一次改名日期,前二次改名,前二次改名日期,前三次改名,前三次改名日期,前四次改名,前四次改名日期,首次掛牌TEJ子產業,前一次TEJ子產業變更,前一次TEJ子產業變更日,前二次TEJ子產業變更,前二次TEJ子產業變更日,前三次TEJ子產業變更,前三次TEJ子產業變更日,前四次TEJ子產業變更,前四次TEJ子產業變更日,危機發生日,危機發生迄日,危機事件大類別,危機事件大類別說明,危機事件類別,危機事件類別說明,會計師事務所,會計師1,會計師2,會計師3,會計師變更日,前一次變更市場日期,前一次變更市場,前二次變更市場日期,前二次變更市場,前三次變更市場日期,前三次變更市場,TSE產業_代碼,TSE產業_名稱,TEJ產業_代碼,TEJ產業_名稱,TEJ子產業_代碼,TEJ子產業_名稱,TSE舊產業_代碼,TSE舊產業_名稱
3672,康聯訊,Current ,OTC,2015/04/20,3672,27,12,ID 16744506,TW0003672002,02-26989661,02-26989662,https://www.ctsystem.com/en/,finance@ctsystem.com,陳友信,楊維平,簡慧瑩(財務長),簡慧瑩(財務長),101,"407,903,750",10,NTD,1998/10/06,2009/07/14,,2015/04/20,2014/01/13,,42,,,,,,,,,M2327 通訊網路業,M23K 通信網路,M23K6 光元件模組,M2300 電子工業,2699 未分類其他電子零組件製造業,光纖網路局端、用戶端設備及網管交換器之研發製造及買賣,,,"2025/12:光纖交換器(Switch)(53.84%),光纖轉換器(Converter)(31.07%),語音閘道器(Triple Play)(5.17%)",康聯訊科技,Connection Technology Systems Inc.,康聯訊,CTS,新北市汐止區新台五路一段79號18樓之6,"18F.-6, No.79, Sec. 1, Xintai 5th Rd., Xizhi Dist., New Taipei City, Taiwan",群益金鼎證券股務代理單位,02-27035000,台北市敦化南路2段97號B2,3672,2014/01/13,ROTC,M2327 通訊網路業,,,,,,,康聯訊科技,,,,,,,,,23K6  光元件模組,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,方涵妮,龔則立,,2023/05/11,2015/04/20,OTC,2014/01/13,ROTC,,,M2327,通訊網路業,M23K,通信網路,M23K6,光元件模組,M2300,電子工業
3673,TPK-KY,Current ,TSE,2010/10/29,3673,26,12,ID 31805657,KYG898431096,02-66191199,02-66191200,http://www.tpk.com,stock@tpk.com,江朝瑞,謝立群,江朝瑞(董事長),林胡耀(會計主管),"10,764","4,066,637,590",10,NTD,2005/11/21,2010/07/27,2010/10/29,,,,220,,,,,,,,,M2326 光電業,M23C 光電及I/O,M23C8E 觸控面板,M2300 電子工業,2649 其他光電材料及元件製造業,觸控感應器、觸控模組、觸控螢幕,ITO玻璃及保護玻璃相關產品之研發、生產及銷售。,,2025/12:觸控模組(85.38%),"TPK Holding Co., Ltd.","TPK Holding Co., Ltd.",TPK-KY,TPK,台北市內湖區民權東路六段13之18號,"No.13-18, Min Quan E. Rd., Sec.6, Taipei, Taiwan",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,3673,2010/10/29,TSE,M2326 光電業,,,,,,,"TPK Holding Co., Ltd.",,,,,,,,,23C8E 觸控面板,,,,,,,,,2021/10/07,,Q,重大財務事件(2021/10/07),T,遭勒令或自行停(復)工(2021/10/07),勤業眾信聯合會計師事務所,陳俊宏,胡家熀,,2026/05/08,,,,,,,M2326,光電業,M23C,光電及I/O,M23C8E,觸控面板,M2300,電子工業
3675,德微,Current ,OTC,2012/06/29,3675,24,12,ID 89672698,TW0003675005,02-26620011,02-26620033,http://www.eris.com.tw,Eris.public@eris.com.tw,張恩傑,朱鴻鈞,邱桂堂(永續辦公室資深經理),徐沛嫺(財會中心協理),250,"530,579,230",10,NTD,1995/08/16,2009/08/13,,2012/06/29,2009/09/08,,20.15,,,,,,,,,M2324 半導體業,M23D 電子零組件,M23D1 分離式元件,M2300 電子工業,2612 分離式元件製造業,專業整流二極體之研究、設計、檢測、製造及國內外銷售業務。,整流二極體零組件之及國內外銷售業務。,晶圓檢測及相關產品之國內外銷售業務。,"2025/12:二極體及電晶體(64.12%),晶圓(33.65%)",德微科技,Eris Technology Corp.,德微,Eris Tech,新北市深坑區北深路三段155 巷17號6 樓,"6F., No.17, Ln. 155, Sec. 3, Beishen Rd., Shenkeng Dist., New Taipei City, Taiwan",凱基證券股務代理單位,02-23892999,台北市重慶南路1段2號5樓,3675,2009/09/08,ROTC,M2324 半導體業,,,,,,,德微科技,,,,,,,,,23D1  分離式元件,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,劉怡青,吳世宗,,2025/04/28,2012/06/29,OTC,2009/09/08,ROTC,,,M2324,半導體業,M23D,電子零組件,M23D1,分離式元件,M2300,電子工業
3679,新至陞,Current ,TSE,2011/10/05,3679,28,12,ID 36011776,TW0003679007,02-29983578,02-29983580,http://www.nishoku.com.tw,service@nishoku.com.tw,陳標福,蔡建勝,蔡建勝(總經理),林子瑄(財務長),81,"630,222,290",10,NTD,1980/06/27,2009/08/27,2011/10/05,,2009/11/12,,55,,,,,,,,,M2328 電子零組件,M23D 電子零組件,M23D9A 沖壓零組件,M2300 電子工業,2699 未分類其他電子零組件製造業,精密塑膠模具之設計開發,塑膠射出零組件,,"2025/12:塑膠零組件-3C產品(86.49%),其他類塑膠零組件(7.01%),模具(6.02%)",新至陞科技,Nishoku Technology Inc.,新至陞,Nishoku,新北市新莊區化成路11巷36號,"No.36, Lane 11, Huacheng Rd., Xinzhuang Dist., New Taipei City, Taiwan",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,3679,2009/11/12,ROTC,M2328 電子零組件,,,,,,,新至陞科技,,,,,,,,,23D9A 沖壓零組件,,,,,,,,,2022/04/20,,Q,重大財務事件(2022/04/20),T,遭勒令或自行停(復)工(2022/04/20),安侯建業聯合會計師事務所,黃泳華,鄭安志,,2026/04/30,2011/10/05,TSE,2009/11/12,ROTC,,,M2328,電子零組件,M23D,電子零組件,M23D9A,沖壓零組件,M2300,電子工業
3680,家登,Current ,OTC,2011/08/31,3680,24,12,ID 16406379,TW0003680005,02-22689141,02-22691943,http://www.gudeng.com,stock@gudeng.com,邱銘乾,林添瑞,朱佳琳(專案經理),201709起NA,657,"962,116,900",10,NTD,1998/03/20,2009/09/02,,2011/08/31,2009/10/16,,35.5,,,,,,,,,M2324 半導體業,M23H 電子設備,M23H2 電子設備,M2300 電子工業,2928 電子及半導體生產用機械設備製造業,光罩解決方案產品,晶圓解決方案產品,機台設備產品,"2025/12:光罩載具(41.68%),晶圓載具(25.29%),機械設備(15.95%),半導體製造原料耗材(2.94%)",家登精密工業,"Gudeng Precision Industrial Co., Ltd.",家登,Gudeng,新北市土城區中央路四段2 號9-5樓,"9-5F,No.2, Sec. 4, Zhongyang Rd., Tucheng Dist., New Taipei City, Taiwan",凱基證券股務代理單位,02-23892999,台北市重慶南路1段2號5樓,3680,2009/10/16,ROTC,M2324 半導體業,,,,,,,家登精密工業,,,,,,,,,23G6  其他半導體,23H2  電子設備,2018/07/27,,,,,,,,,,,,,勤業眾信聯合會計師事務所,曾建銘,王攀發,,2022/05/11,2011/08/31,OTC,2009/10/16,ROTC,,,M2324,半導體業,M23H,電子設備,M23H2,電子設備,M2300,電子工業
3684,榮昌,Current ,OTC,2014/03/28,3684,27,12,ID 89549184,TW0003684007,02-29177353,02-29106546,http://www.grand-tek.com,wireless@grand-tek.com,陳家榮,洪健文,郭尚仁(執行副總),許建宸,107,"303,097,370",10,NTD,1995/06/12,2009/09/11,,2014/03/28,2009/12/31,,32,,,,,,,,,M2327 通訊網路業,M23K 通信網路,M23K2 衛星微波,M2300 電子工業,2751 量測、導航及控制設備製造業,高頻/車用連接線室內外天線工業用次系統產品等製造加工買賣業務,一般進出口貿易業務(期貨除外),有關前項業務之代理經銷報價及投標業務,"2025/12:次系統及無線準系統(35.43%),天線及天線系統(34.78%),高頻連接線(21.94%),軟體開發設計(7.85%)",榮昌科技,"Grand-Tek Technology Co., Ltd.",榮昌,Grand-Tek,新北市新店區寶橋路233-2 號8 F,"8F, No.233-2, Bao-Ciao Rd., Sin-Dian Dist., New Taipei City, Taiwan",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,3684,2009/12/31,ROTC,M2327 通訊網路業,,,,,,,榮昌科技,,,,,,,,,23D2  連接器,23K2  衛星微波,2019/10/21,,,,,,,2022/03/21,,Q,重大財務事件(2022/03/21),T,遭勒令或自行停(復)工(2022/03/21),資誠聯合會計師事務所,李燕娜,吳偉豪,,2026/05/04,2014/03/28,OTC,2009/12/31,ROTC,,,M2327,通訊網路業,M23K,通信網路,M23K2,衛星微波,M2300,電子工業
3685,元創精密,Current ,OTC,2010/12/08,3685,05,12,ID 52811070,TW0003685004,04-22585821,04-22593685,http://www.tradetools.com.tw,fa@tradetools.com.tw,江凱量,張明弘,張明弘(總經理),王正文(副總經理),17,"795,740,000",10,NTD,1983/09/27,2009/09/14,,2010/12/08,2009/11/03,,25.5,,,,,,,,,M1500 電機機械,M15D 汽車組件,M15D5 車體外觀件,M1500 電機機械,3030 汽車零件製造業,C805050工業用塑膠製品製造業,CC01080電子零組件製造業,F401010國際貿易業,"2025/12:金屬沖壓製品(42.95%),光學射出件(32.39%),工程(15.53%),模具(6.07%),汽車車燈(2.34%)",元創精密車業,"Tradetool Auto Co., Ltd.",元創精密,TAC,台中市西屯區朝富路213 號4 樓之7,"4F.-7, No.213, Chaofu Rd., Xitun Dist., Taichung, Taiwan",宏遠證券股務代理單位,02-77198899,台北市信義路4段236號3樓,3685,2009/11/03,ROTC,M2326 光電業,M1500 電機機械,2021/06/01,M2326 光電業,2009/10/26,,,政翔精密,元創精密車業,2016/05/19,政翔精密,1983/09/27,,,,,23C8B 背光模組,15D5  車體外觀件,2026/07/01,15D   汽車組件,2021/07/30,23C8C LCD原料,2015/06/16,,,,,,,,,安永聯合會計師事務所,賴書晨,黃宇廷,,2025/11/13,2010/12/08,OTC,2009/11/03,ROTC,,,M1500,電機機械,M15D,汽車組件,M15D5,車體外觀件,M1500,電機機械
3686,達能,Current ,TSE,2010/07/20,3686,24,12,ID 28823511,TW0003686002,03-6686361,03-6686251,http://www.danentech.com,pr@danentech.com,方震銘,方震銘,湯豐帆(處長),劉思汎(副理),14,"764,951,180",10,NTD,2007/11/09,2009/09/15,2010/07/20,,2009/10/08,,50,,,2019/03/14,2020/03/12,,,,,M2324 半導體業,M23C 光電及I/O,M23C7B 太陽能晶圓,M2300 電子工業,2643 太陽能電池製造業,電子零組件製造業,電子材料批發業,電子材料零售業,2025/12:商品銷售及服務(100.00%),達能科技,Danen Technology Corporation,達能,Danen,新竹市東區慈雲路118 號19樓之8,"19F.-8, No. 118, Ciyun Rd., East Dist., Hsinchu City",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,3686,2009/10/08,ROTC,M2326 光電業,M2324 半導體業,2010/07/20,M2326 光電業,2009/10/02,,,達能科技,,,,,,,,,23C7B 太陽能晶圓,,,,,,,,,2019/03/13,,Q,重大財務事件(2019/03/13),T,遭勒令或自行停(復)工(2019/03/13),資誠聯合會計師事務所,余正富,黃金連,,2024/11/06,2010/07/20,TSE,2009/10/08,ROTC,,,M2324,半導體業,M23C,光電及I/O,M23C7B,太陽能晶圓,M2300,電子工業
3687,歐買尬,Current ,OTC,2011/01/11,3687,36,12,ID 70444999,TW0003687000,02-26550051,02-26550051,http://www.macrowell.com.tw/,financial_material@mail.omg.com.tw,羅士博,羅士博,羅士博(總經理),賴怡琳,44,"301,240,590",10,NTD,1999/10/18,2009/09/15,,2011/01/11,2010/01/05,,120,,,,,,,,,M3600 數位雲端,M23E 數位雲端,M23E2 數位服務,M3600 數位雲端,6390 其他資訊服務業,資訊軟體服務業、資訊處理服務業、,電子資訊供應服務業、,除許可業務外，得經營法令非禁止或限制之業務,"2025/12:勞務(95.96%),網路遊戲(0.42%)",茂為歐買尬數位科技,"MacroWell OMG Digital Entertainment Co.,",歐買尬,OMG,台北市南港區成功路一段50號3樓,"3F., No. 50, Sec. 1, Chenggong Rd.,Nangang District, Taipei City 115,Taiwan",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,3687,2010/01/05,ROTC,M2330 資訊服務業,M3600 數位雲端,2023/07/03,M3400 電子商務,2020/06/01,M3200 文化創意業,2014/01/06,茂為歐買尬數位科技,,,,,,,,,23X2  遊戲軟體,23E2  數位服務,2024/01/16,23K4  網通設備,2023/02/06,,,,,,,,,,,廣信益群聯合會計師事務所,彭(糸秀)娟,黃健豪,,2025/03/13,2011/01/11,OTC,2010/01/05,ROTC,,,M3600,數位雲端,M23E,數位雲端,M23E2,數位服務,M3600,數位雲端
3689,湧德,Current ,OTC,2012/10/18,3689,28,12,ID 27642463,TW0003689006,03-3242000,03-3246611,https://www.ude-corp.com,service@ude-corp.com,陳旻徹,石育展,李永銘(財務長),李永銘(財務長),124,"895,088,150",10,NTD,2005/03/18,2009/09/15,,2012/10/18,2010/12/16,,50,,,,,,,,,M2328 電子零組件,M23D 電子零組件,M23D2 連接器,M2300 電子工業,2699 未分類其他電子零組件製造業,整合型訊號連接器,,,"2025/12:整合型訊號連接器-網通產品(54.85%),整合型訊號連接器-資訊產品(18.44%),整合型訊號連接器-消費性電子產品(10.04%),電源及LED照明(2.31%)",湧德電子,U.D. Electronic Corp.,湧德,UDE,桃園市蘆竹區內溪路68巷13號2樓,"2F., No.13, Ln. 68, Neixi Rd., Luzhu Dist., Taoyuan, Taiwan",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,3689,2010/12/16,ROTC,M2328 電子零組件,,,,,,,湧德電子,,,,,,,,,23D2  連接器,,,,,,,,,2022/10/14,,Q,重大財務事件(2022/10/14),T,遭勒令或自行停(復)工(2022/10/14),勤業眾信聯合會計師事務所,尤盟貴,陳薔旬,,2025/02/27,2012/10/18,OTC,2010/12/16,ROTC,,,M2328,電子零組件,M23D,電子零組件,M23D2,連接器,M2300,電子工業
3691,碩禾,Current ,OTC,2010/11/18,3691,26,12,ID 80433079,TW0003691002,03-5981886,03-5978258,http://www.gigasolar.com.tw,IR@gigasolar.com.tw,陳繼明,黃文瑞,陳繼明(董事長),周琬宜,253,"918,834,200",10,NTD,2003/07/11,2009/09/17,,2010/11/18,2009/10/12,,500,,,,,,,,,M2326 光電業,M23C 光電及I/O,M23C7F 其他太陽能,M2300 電子工業,2643 太陽能電池製造業,太陽能導電漿,,,2025/12:太陽能導電漿(64.88%),碩禾電子材料,Gigasolar Materials Corporation,碩禾,GIGASOLAR,新竹縣湖口鄉中華路122-18號,"No. 122-18, Zhonghua Rd., Hukou Township, Hsinchu County",兆豐證券股務代理單位,02-33930898,台北市忠孝東路2段95號1樓,3691,2009/10/12,ROTC,M2328 電子零組件,M2326 光電業,2010/11/18,M2328 電子零組件,2009/10/06,,,碩禾電子材料,杏康科技,2003/07/03,,,,,,,23C7F 其他太陽能,,,,,,,,,2026/03/27,,Q,重大財務事件(2026/03/27),O,虧損達實收資本額二分之一(2026/03/27),勤業眾信聯合會計師事務所,林心彤,林政治,,2025/11/13,2010/11/18,OTC,2009/10/12,ROTC,,,M2326,光電業,M23C,光電及I/O,M23C7F,其他太陽能,M2300,電子工業
3693,營邦,Current ,OTC,2013/11/27,3693,25,12,ID 96994977,TW0003693008,03-3138386,03-3138377,http://www.aicipc.com,ir@aicipc.com.tw,梁順營,梁順營,錢靜怡(財務會計主管),錢靜怡(財務會計主管),660,"429,906,940",10,NTD,1996/05/03,2009/09/28,,2013/11/27,2010/05/10,,98,,,,,,,,,M2325 電腦及週邊設備業,M23D 電子零組件,M23D4 機殼,M2300 電子工業,2699 未分類其他電子零組件製造業,產業用電腦及伺服器用機箱類,存儲平台類,系統平台類,"2025/12:伺服器機箱(ESG)(35.61%),系統平台(32.36%),存儲系統(SSG)(4.33%),產業設備(0.07%)",營邦企業,AIC Inc.,營邦,AIC,桃園市蘆竹區大興路20巷19弄9 號,"No. 9, Aly. 19, Ln. 20, Dasing Rd., Luzhu Dist., Taoyuan City",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,3693,2010/05/10,ROTC,M2325 電腦及週邊設備業,,,,,,,營邦企業,,,,,,,,,23D4  機殼,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,李東峰,周仕杰,,2025/08/12,2013/11/27,OTC,2010/05/10,ROTC,,,M2325,電腦及週邊設備業,M23D,電子零組件,M23D4,機殼,M2300,電子工業
3694,海華,Current ,TSE,2011/05/03,3694,27,12,ID 27667787,TW0003694006,02-55995599,02-66289666,http://www.azurewave.com,investor@azurewave.com,程建中,鄭光志,洪慶義(總管理處副總經理),洪慶義(總管理處副總經理),217,"1,548,907,080",10,NTD,2005/04/13,2009/10/01,2011/05/03,,2009/10/30,,35,,,,,,,,,M2327 通訊網路業,M23K 通信網路,M23K4 網通設備,M2300 電子工業,2729 其他通訊傳播設備製造業,無線網路通訊模組產品之研究開發、生產製造及銷售,數位影像處理模組產品之研究開發、生產製造及銷售,,"2025/12:無線通訊模組(84.80%),數位影像模組(14.82%)",海華科技,"AzureWave Technologies, Inc.",海華,AzureWave,新北市新店區寶中路94號8 樓,"8F., No.94, Baozhong Rd., Xindian Dist., New Taipei City, Taiwan",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,3694,2009/10/30,ROTC,M2327 通訊網路業,,,,,,,海華科技,,,,,,,,,23E2  數位服務,23K4  網通設備,2024/01/16,23K2  衛星微波,2014/11/04,,,,,,,,,,,勤業眾信聯合會計師事務所,劉書琳,施錦川,,2026/08/11,2011/05/03,TSE,2009/10/30,ROTC,,,M2327,通訊網路業,M23K,通信網路,M23K4,網通設備,M2300,電子工業
3701,大眾控,Current ,TSE,2004/08/30,3701,25,12,ID 27242184,TW0003701009,02-87518751,02-87518777,http://www.ficg.com.tw/,andy_lo@fic.com.tw,簡民智,簡民智,羅安棣(副總經理),鄭發全(財務部協理),13,"2,366,688,830",10,NTD,2004/08/30,,2004/08/30,,,,,,,2013/07/03,2018/04/09,2006/05/05,2011/05/06,,,M2325 電腦及週邊設備業,M23A 電腦及週邊,M23A1 EMS,M2300 電子工業,2711 電腦製造業,H201010一般投資業,,,"2025/12:太陽能發電系統(63.00%),智慧樓控系統建置(16.00%)",大眾全球投資控股,"FIC Global, Inc.",大眾控,FICG,台北市內湖區陽光街300 號1-9 樓,"1-9/F, 300, Yangkwang St., Taipei, Taiwan",福邦證券股務代理單位,02-23711658,台北市忠孝西路1段6號6樓,3701,2004/08/30,TSE,M2325 電腦及週邊設備業,,,,,,,大眾全球投資控股,,,,,,,,,23A1  EMS,,,,,,,,,2025/04/10,,Q,重大財務事件(2025/04/10),F,疑似盜取資產或掏空(2025/04/10),資誠聯合會計師事務所,楊蕙慈,張淑瓊,,2026/05/15,,,,,,,M2325,電腦及週邊設備業,M23A,電腦及週邊,M23A1,EMS,M2300,電子工業
3702,大聯大,Current ,TSE,2005/11/09,3702,29,12,ID 27928328,TW0003702007,02-21910068,02-26533598,http://www.WPGholdings.com,ir@wpgholdings.com,黃偉祥,張蓉崗,袁興文(副總),袁興文(副總),469,"17,066,020,080",10,NTD,2005/11/09,2005/11/09,2005/11/09,,,,,,,,,,,,,M2329 電子通路業,M23T 電子通路,M23T2 零組件代理,M2300 電子工業,4642 電子、通訊設備及其零組件批發業,一般投資業,產業控股公司業,,"2025/12:核心元件(37.45%),記憶體元件(27.68%),離散及邏輯元件(8.72%),類比及混合訊號元件(8.43%),光學及感測元件(7.74%),被動及電磁及連接器元件(7.69%)",大聯大控股,WPG Holdings Limited,大聯大,WPG,台北市南港區經貿 2路 189號22樓,"22F., No. 189, Jingmao 2nd Rd., Nangang Dist., Taipei",群益金鼎證券股務代理單位,02-27023999,台北市敦化南路2段97號B2,3702,2005/11/09,TSE,M2300 電子工業,M2329 電子通路業,2007/07/02,M2300 電子工業,2005/11/09,,,大聯大投資控股,大聯大控股,2023/06/14,大聯大投資控股,2005/11/09,,,,,23T2  零組件代理,,,,,,,,,2025/06/02,,Q,重大財務事件(2025/06/02),V,資產減損/客戶倒帳(2025/06/02),資誠聯合會計師事務所,林一帆,林永智,,2025/05/13,,,,,,,M2329,電子通路業,M23T,電子通路,M23T2,零組件代理,M2300,電子工業
3703,欣陸,Current ,TSE,2010/04/08,3703,14,12,ID 28993629,TW0003703005,02-37012000,02-37012999,http://www.continental-holdings.com,ir@continental-holdings.com,殷琪,張方欣,童雅靖(副總經理),童雅靖(副總經理),44,"8,232,159,800",10,NTD,2010/04/08,,2010/04/08,,,,,,,,,,,,,M2500 建材營造,M25B 營造,M25B 營造,M2500 建材營造,4390 其他專門營造業,投資,,,"2025/12:營造工程(56.16%),環境工程及水資源處理(22.47%),房地產(17.89%),租賃(0.51%)",欣陸投資控股,Continental Holdings Corp.,欣陸,CHC,台北市大安區敦化南二段95號,"95, Tun Hwa S. Rd., Sec.2, Taipei, Taiwan",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,3703,2010/04/08,TSE,M2500 建材營造,,,,,,,欣陸投資控股,,,,,,,,,25B   營造,,,,,,,,,2024/11/08,,Q,重大財務事件(2024/11/08),F,疑似盜取資產或掏空(2024/11/08),勤業眾信聯合會計師事務所,鄭旭然,邱盟捷,,2026/05/11,,,,,,,M2500,建材營造,M25B,營造,M25B,營造,M2500,建材營造
3704,合勤控,Current ,TSE,2010/08/16,3704,27,12,ID 28999503,TW0003704003,03-5788838,03-6663319,http://www.zyxelgroup.com,ir@zyxelgroup.com,朱順一,朱順一,卜嘉慶(協理),卜嘉慶(協理),144,"4,154,449,700",10,NTD,2010/08/16,,2010/08/16,,,,,,,,,,,,,M2327 通訊網路業,M23K 通信網路,M23K4 網通設備,M2300 電子工業,2729 其他通訊傳播設備製造業,一般投資業,,,"2025/12:寬頻設備(76.92%),企業網通設備(15.00%)",合勤投資控股,Zyxel Group Corporation,合勤控,Zyxel Group,新竹市公道五路二段363 號3 樓,"3F, No.363, Sec.2, Gongdao 5th Rd., Hsinchu, Taiwan",兆豐證券股務代理單位,02-33930898,台北市忠孝東路2段95號1樓,3704,2010/08/16,TSE,M2327 通訊網路業,,,,,,,合勤投資控股,,,,,,,,,23E1  電子商務,23K4  網通設備,2024/01/16,,,,,,,2022/07/04,,Q,重大財務事件(2022/07/04),T,遭勒令或自行停(復)工(2022/07/04),安侯建業聯合會計師事務所,黃海寧,于紀隆,,2024/05/06,,,,,,,M2327,通訊網路業,M23K,通信網路,M23K4,網通設備,M2300,電子工業
3705,永信,Current ,TSE,2011/01/03,3705,22,12,ID 53004906,TW0003705000,02-25450185,02-25450586,http://www.yungshingroup.com,ysh@yungshingroup.com,李芳信,簡志維,簡志維(總經理),李育宜(經理),21,"2,664,229,830",10,NTD,2011/01/03,,2011/01/03,,,,,,,,,,,,,M1722 生技醫療業,M17C 藥,M17C1B 學名藥,M1700 化學生技醫療,2002 西藥製造業,一般投資業,,,"2025/12:人用藥品,動物藥品(60.92%),製劑(13.52%),加工品(9.13%),健康食品(8.97%),代理產品(3.91%),原料販賣(3.18%)",永信國際投資控股,YungShin Global Holding Corporation,永信,Y.S.H.,台北市松山區民權東路三段181號12樓,"12F., No. 181, Sec. 3, Minquan E. Rd.,Songshan Dist., Taipei City",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,3705,2011/01/03,TSE,M1722 生技醫療業,,,,,,,永信國際投資控股,,,,,,,,,17C1B 學名藥,,,,,,,,,2021/09/27,,Q,重大財務事件(2021/09/27),T,遭勒令或自行停(復)工(2021/09/27),安侯建業聯合會計師事務所,趙敏如,吳佳翰,,2025/04/25,,,,,,,M1722,生技醫療業,M17C,藥,M17C1B,學名藥,M1700,化學生技醫療
3706,神達,Current ,TSE,2013/09/12,3706,25,12,ID 53677966,TW0003706008,03-3289000,03-3276320,http://www.mitac.com,stock@mic.com.tw,苗豐強,何繼武,何繼武(總經理),黃秀玲(財務中心副總經理),13,"13,272,124,680",10,NTD,2013/09/12,,2013/09/12,,,,,,,,,,,,,M2325 電腦及週邊設備業,M23A 電腦及週邊,M23A1 EMS,M2300 電子工業,2711 電腦製造業,產業控股公司業,一般投資業,,2025/12:電腦及通訊產品(100.00%),神達控股,MITAC Holdings Corporation,神達,MHC,桃園市龜山區文化二路202 號,"No.202, Wenhua 2nd Rd., Guishan Dist., Taoyuan, Taiwan",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,3706,2013/09/12,TSE,M2325 電腦及週邊設備業,,,,,,,神達投資控股,神達控股,2024/06/20,神達投資控股,2013/09/12,,,,,23A1  EMS,,,,,,,,,2023/02/24,,Q,重大財務事件(2023/02/24),V,資產減損/客戶倒帳(2023/02/24),資誠聯合會計師事務所,蔣承翰,李典易,,2026/05/12,,,,,,,M2325,電腦及週邊設備業,M23A,電腦及週邊,M23A1,EMS,M2300,電子工業
3707,漢磊,Current ,OTC,2014/10/01,3707,24,12,ID 54389725,TW0003707006,03-5779245,03-5776289,https://www.episil.com,episil_mail@episil.com,徐建華,劉燦文,范桂榮(副總經理),鍾嘉祺,847,"4,007,461,920",10,NTD,2014/10/01,,,2014/10/01,,,,,,,,,,,,M2324 半導體業,M23G 半導體,M23G1A 晶圓代工,M2300 電子工業,2611 積體電路製造業,功率半導體及類比積體電路的晶圓代工,,,"2025/12:磊晶晶片(61.52%),元件及積體電路(36.35%)",漢磊科技,Episil Technologies Inc.,漢磊,EPISIL,新竹縣寶山鄉創新1 路18號,"No. 18, Chuangxin 1st Rd., Baoshan Township, Hsinchu County",凱基證券股務代理單位,02-23892999,台北市重慶南路1段2號5樓,3707,2014/10/01,OTC,M2324 半導體業,,,,,,,漢磊先進投資控股,漢磊科技,2021/09/13,漢磊先進投資控股,2014/10/01,,,,,23G1A 晶圓代工,,,,,,,,,,,,,,,資誠聯合會計師事務所,李典易,謝智政,,2024/05/07,,,,,,,M2324,半導體業,M23G,半導體,M23G1A,晶圓代工,M2300,電子工業
